행정구역,2020년06월_계_총인구수,2020년06월_계_연령구간인구수,2020년06월_계_0~4세,2020년06월_계_5~9세,2020년06월_계_10~14세,2020년06월_계_15~19세,2020년06월_계_20~24세,2020년06월_계_25~29세,2020년06월_계_30~34세,2020년06월_계_35~39세,2020년06월_계_40~44세,2020년06월_계_45~49세,2020년06월_계_50~54세,2020년06월_계_55~59세,2020년06월_계_60~64세,2020년06월_계_65~69세,2020년06월_계_70~74세,2020년06월_계_75~79세,2020년06월_계_80~84세,2020년06월_계_85~89세,2020년06월_계_90~94세,2020년06월_계_95~99세,2020년06월_계_100세 이상,2020년06월_남_총인구수,2020년06월_남_연령구간인구수,2020년06월_남_0~4세,2020년06월_남_5~9세,2020년06월_남_10~14세,2020년06월_남_15~19세,2020년06월_남_20~24세,2020년06월_남_25~29세,2020년06월_남_30~34세,2020년06월_남_35~39세,2020년06월_남_40~44세,2020년06월_남_45~49세,2020년06월_남_50~54세,2020년06월_남_55~59세,2020년06월_남_60~64세,2020년06월_남_65~69세,2020년06월_남_70~74세,2020년06월_남_75~79세,2020년06월_남_80~84세,2020년06월_남_85~89세,2020년06월_남_90~94세,2020년06월_남_95~99세,2020년06월_남_100세 이상,2020년06월_여_총인구수,2020년06월_여_연령구간인구수,2020년06월_여_0~4세,2020년06월_여_5~9세,2020년06월_여_10~14세,2020년06월_여_15~19세,2020년06월_여_20~24세,2020년06월_여_25~29세,2020년06월_여_30~34세,2020년06월_여_35~39세,2020년06월_여_40~44세,2020년06월_여_45~49세,2020년06월_여_50~54세,2020년06월_여_55~59세,2020년06월_여_60~64세,2020년06월_여_65~69세,2020년06월_여_70~74세,2020년06월_여_75~79세,2020년06월_여_80~84세,2020년06월_여_85~89세,2020년06월_여_90~94세,2020년06월_여_95~99세,2020년06월_여_100세 이상
충청남도 서산시 (4421000000),"174,884","174,884","6,868","8,805","8,567","8,836","9,451","9,713","10,087","12,294","13,162","14,677","13,987","14,182","12,359","8,862","7,417","6,315","5,079","2,983",955,223,62,"90,822","90,822","3,515","4,550","4,443","4,785","5,449","5,823","5,755","6,583","6,960","7,913","7,488","7,518","6,235","4,356","3,672","2,713","1,920",898,204,34,8,"84,062","84,062","3,353","4,255","4,124","4,051","4,002","3,890","4,332","5,711","6,202","6,764","6,499","6,664","6,124","4,506","3,745","3,602","3,159","2,085",751,189,54
충청남도 논산시 (4423000000),"117,696","117,696","3,214","4,256","4,696","5,302","6,174","5,420","5,023","6,074","6,866","8,875","9,399","10,636","11,037","8,516","6,670","6,234","5,184","2,867",968,198,87,"58,862","58,862","1,652","2,187","2,413","2,750","3,436","3,090","2,695","3,149","3,606","4,773","5,017","5,476","5,655","4,178","3,139","2,541","1,856",927,251,49,22,"58,834","58,834","1,562","2,069","2,283","2,552","2,738","2,330","2,328","2,925","3,260","4,102","4,382","5,160","5,382","4,338","3,531","3,693","3,328","1,940",717,149,65
충청남도 계룡시 (4425000000),"42,803","42,803","1,544","2,489","3,072","3,371","2,863","1,989","1,728","2,996","3,748","4,698","3,868","3,003","2,515","1,691","1,122",861,691,379,133,32,10,"21,319","21,319",791,"1,260","1,628","1,747","1,588","1,120",882,"1,448","1,758","2,338","1,947","1,519","1,180",850,544,341,237,104,33,4,0,"21,484","21,484",753,"1,229","1,444","1,624","1,275",869,846,"1,548","1,990","2,360","1,921","1,484","1,335",841,578,520,454,275,100,28,10
충청남도 당진시 (4427000000),"166,084","166,084","7,035","8,995","8,197","7,476","7,799","8,420","10,027","13,317","13,044","13,527","12,685","13,071","11,798","8,571","7,010","6,041","5,216","2,684",890,212,69,"88,015","88,015","3,580","4,610","4,299","3,912","4,397","5,097","5,748","7,483","7,207","7,738","7,173","7,260","6,078","4,239","3,458","2,644","1,949",854,238,37,14,"78,069","78,069","3,455","4,385","3,898","3,564","3,402","3,323","4,279","5,834","5,837","5,789","5,512","5,811","5,720","4,332","3,552","3,397","3,267","1,830",652,175,55
충청남도 금산군 (4471000000),"51,665","51,665","1,073","1,623","2,120","2,252","2,216","1,805","1,641","2,289","2,699","3,643","4,183","5,014","5,202","4,313","3,522","3,300","2,777","1,434",421,106,32,"26,034","26,034",514,864,"1,100","1,187","1,269","1,038",861,"1,206","1,449","2,083","2,320","2,722","2,671","2,148","1,726","1,331",959,452,102,23,9,"25,631","25,631",559,759,"1,020","1,065",947,767,780,"1,083","1,250","1,560","1,863","2,292","2,531","2,165","1,796","1,969","1,818",982,319,83,23
충청남도 부여군 (4476000000),"65,919","65,919","1,176","1,880","2,130","2,679","3,156","2,361","1,977","2,565","3,092","4,291","4,849","6,256","7,078","5,650","4,817","4,662","3,931","2,356",793,164,56,"32,648","32,648",611,"1,026","1,110","1,417","1,784","1,413","1,068","1,400","1,664","2,357","2,609","3,166","3,560","2,786","2,279","1,953","1,447",760,202,29,7,"33,271","33,271",565,854,"1,020","1,262","1,372",948,909,"1,165","1,428","1,934","2,240","3,090","3,518","2,864","2,538","2,709","2,484","1,596",591,135,49
충청남도 서천군 (4477000000),"52,209","52,209",956,"1,441","1,558","1,979","2,188","1,791","1,532","2,061","2,516","3,464","3,820","4,790","5,353","4,700","4,145","3,859","3,337","1,894",656,125,44,"25,829","25,829",475,718,806,"1,023","1,272","1,058",873,"1,137","1,386","1,908","2,114","2,525","2,702","2,226","1,975","1,559","1,259",621,159,23,10,"26,380","26,380",481,723,752,956,916,733,659,924,"1,130","1,556","1,706","2,265","2,651","2,474","2,170","2,300","2,078","1,273",497,102,34
충청남도 청양군 (4479000000),"30,994","30,994",533,797,836,"1,200","1,530","1,145","1,002","1,129","1,340","1,857","2,282","3,060","3,313","2,702","2,275","2,252","2,057","1,241",361,63,19,"15,678","15,678",274,402,446,629,847,686,582,641,777,"1,085","1,307","1,597","1,693","1,406","1,087",932,743,430,85,26,3,"15,316","15,316",259,395,390,571,683,459,420,488,563,772,975,"1,463","1,620","1,296","1,188","1,320","1,314",811,276,37,16
충청남도 홍성군 (4480000000),"99,980","99,980","3,341","4,603","4,726","4,916","5,186","4,493","4,589","6,118","6,715","7,916","7,466","8,416","7,967","6,351","5,278","4,701","4,076","2,234",673,155,60,"49,711","49,711","1,718","2,419","2,374","2,538","2,835","2,502","2,434","3,094","3,425","4,234","3,947","4,314","3,977","3,023","2,545","1,905","1,497",705,177,30,18,"50,269","50,269","1,623","2,184","2,352","2,378","2,351","1,991","2,155","3,024","3,290","3,682","3,519","4,102","3,990","3,328","2,733","2,796","2,579","1,529",496,125,42
충청남도 예산군 (4481000000),"78,610","78,610","1,493","2,262","2,660","3,148","3,731","3,204","2,824","3,496","4,090","5,642","6,209","7,704","7,878","6,488","5,379","5,030","4,248","2,274",663,149,38,"39,464","39,464",751,"1,185","1,362","1,622","2,111","1,833","1,628","1,906","2,201","3,167","3,376","3,982","3,948","3,138","2,595","2,129","1,608",737,156,24,5,"39,146","39,146",742,"1,077","1,298","1,526","1,620","1,371","1,196","1,590","1,889","2,475","2,833","3,722","3,930","3,350","2,784","2,901","2,640","1,537",507,125,33
충청남도 태안군 (4482500000),"62,272","62,272","1,321","1,861","2,119","2,403","2,751","2,387","2,244","3,022","3,483","4,316","4,928","5,918","6,485","5,269","4,696","3,994","2,869","1,590",487,105,24,"31,389","31,389",648,920,"1,116","1,240","1,598","1,426","1,262","1,676","1,955","2,466","2,640","3,047","3,081","2,554","2,362","1,707","1,094",469,103,21,4,"30,883","30,883",673,941,"1,003","1,163","1,153",961,982,"1,346","1,528","1,850","2,288","2,871","3,404","2,715","2,334","2,287","1,775","1,121",384,84,20
전라북도  (4500000000),"1,808,802","1,808,802","54,108","78,615","82,371","95,368","113,436","98,117","84,164","108,850","122,102","149,503","151,397","149,772","141,550","107,341","91,034","76,745","58,669","31,699","10,833","2,288",840,"899,137","899,137","27,703","40,373","42,603","49,534","61,150","52,940","43,779","55,704","62,534","77,657","78,897","76,739","70,553","52,182","42,386","31,220","20,871","9,220","2,477",441,174,"909,665","909,665","26,405","38,242","39,768","45,834","52,286","45,177","40,385","53,146","59,568","71,846","72,500","73,033","70,997","55,159","48,648","45,525","37,798","22,479","8,356","1,847",666
전라북도 전주시 (4511000000),"655,472","655,472","22,569","32,605","33,652","39,082","48,550","43,711","36,791","45,608","49,358","58,299","55,496","50,180","43,447","31,016","24,784","18,301","12,726","6,466","2,210",461,160,"322,788","322,788","11,670","16,598","17,532","20,089","25,514","22,959","18,859","22,758","24,088","28,652","27,307","24,558","20,836","14,717","11,326","7,806","4,875","2,001",533,80,30,"332,684","332,684","10,899","16,007","16,120","18,993","23,036","20,752","17,932","22,850","25,270","29,647","28,189","25,622","22,611","16,299","13,458","10,495","7,851","4,465","1,677",381,130
전라북도 전주시 완산구 (4511100000),"338,697","338,697","10,156","15,010","16,250","20,623","25,985","23,114","18,314","21,820","23,805","30,238","29,666","27,267","23,908","17,127","13,502","9,813","6,845","3,647","1,260",266,81,"165,043","165,043","5,296","7,668","8,472","10,663","13,504","11,989","9,424","10,939","11,433","14,423","14,348","13,055","11,328","8,101","6,211","4,150","2,575","1,106",300,42,16,"173,654","173,654","4,860","7,342","7,778","9,960","12,481","11,125","8,890","10,881","12,372","15,815","15,318","14,212","12,580","9,026","7,291","5,663","4,270","2,541",960,224,65
전라북도 전주시 덕진구 (4511300000),"316,775","316,775","12,413","17,595","17,402","18,459","22,565","20,597","18,477","23,788","25,553","28,061","25,830","22,913","19,539","13,889","11,282","8,488","5,881","2,819",950,195,79,"157,745","157,745","6,374","8,930","9,060","9,426","12,010","10,970","9,435","11,819","12,655","14,229","12,959","11,503","9,508","6,616","5,115","3,656","2,300",895,233,38,14,"159,030","159,030","6,039","8,665","8,342","9,033","10,555","9,627","9,042","11,969","12,898","13,832","12,871","11,410","10,031","7,273","6,167","4,832","3,581","1,924",717,157,65
전라북도 군산시 (4513000000),"268,356","268,356","8,620","13,088","12,974","14,202","15,967","13,686","12,951","18,607","20,100","23,831","22,291","21,666","20,838","15,667","12,668","9,698","6,414","3,494","1,218",258,118,"135,579","135,579","4,357","6,703","6,686","7,407","8,709","7,476","6,774","9,701","10,467","12,579","11,817","11,186","10,270","7,748","5,935","4,077","2,357",993,254,47,36,"132,777","132,777","4,263","6,385","6,288","6,795","7,258","6,210","6,177","8,906","9,633","11,252","10,474","10,480","10,568","7,919","6,733","5,621","4,057","2,501",964,211,82
전라북도 익산시 (4514000000),"284,217","284,217","8,097","11,924","12,873","15,688","19,772","16,740","12,953","16,390","18,855","23,787","24,772","24,689","22,747","16,578","13,235","10,772","7,935","4,437","1,554",314,105,"141,545","141,545","4,029","6,187","6,572","8,066","10,697","9,155","6,872","8,501","9,679","12,107","12,546","12,551","11,424","8,046","6,194","4,447","2,750","1,257",377,65,23,"142,672","142,672","4,068","5,737","6,301","7,622","9,075","7,585","6,081","7,889","9,176","11,680","12,226","12,138","11,323","8,532","7,041","6,325","5,185","3,180","1,177",249,82
전라북도 정읍시 (4518000000),"109,503","109,503","2,653","4,011","4,444","5,429","6,114","4,633","3,945","5,228","6,620","8,544","9,191","9,492","9,185","7,286","6,910","6,431","5,247","2,893",940,200,107,"54,267","54,267","1,340","2,068","2,356","2,908","3,302","2,595","2,126","2,744","3,425","4,556","5,032","4,992","4,745","3,412","3,251","2,496","1,851",789,217,42,20,"55,236","55,236","1,313","1,943","2,088","2,521","2,812","2,038","1,819","2,484","3,195","3,988","4,159","4,500","4,440","3,874","3,659","3,935","3,396","2,104",723,158,87
전라북도 남원시 (4519000000),"81,051","81,051","2,213","2,957","3,369","4,095","4,286","3,307","2,893","3,734","4,633","6,328","6,869","6,944","7,002","5,664","5,126","4,618","3,853","2,198",742,179,41,"39,703","39,703","1,185","1,557","1,743","2,110","2,416","1,814","1,484","1,885","2,257","3,378","3,624","3,696","3,498","2,819","2,314","1,754","1,339",609,168,42,11,"41,348","41,348","1,028","1,400","1,626","1,985","1,870","1,493","1,409","1,849","2,376","2,950","3,245","3,248","3,504","2,845","2,812","2,864","2,514","1,589",574,137,30
전라북도 김제시 (4521000000),"83,327","83,327","1,791","2,731","2,952","3,379","3,908","3,421","2,943","3,918","4,486","5,769","6,533","7,541","7,862","6,434","5,841","5,429","4,490","2,679",944,206,70,"41,262","41,262",939,"1,403","1,516","1,728","2,153","1,905","1,579","2,083","2,503","3,270","3,669","3,968","4,017","3,131","2,712","2,170","1,494",752,209,48,13,"42,065","42,065",852,"1,328","1,436","1,651","1,755","1,516","1,364","1,835","1,983","2,499","2,864","3,573","3,845","3,303","3,129","3,259","2,996","1,927",735,158,57
전라북도 완주군 (4571000000),"91,841","91,841","2,917","4,329","4,224","4,131","4,692","4,268","4,004","5,738","6,407","7,210","7,503","7,869","7,561","5,903","4,910","4,147","3,397","1,826",632,128,45,"47,126","47,126","1,445","2,217","2,167","2,214","2,622","2,352","2,056","2,925","3,510","4,064","4,280","4,272","3,922","3,031","2,436","1,703","1,186",554,142,18,10,"44,715","44,715","1,472","2,112","2,057","1,917","2,070","1,916","1,948","2,813","2,897","3,146","3,223","3,597","3,639","2,872","2,474","2,444","2,211","1,272",490,110,35
전라북도 진안군 (4572000000),"25,509","25,509",636,716,766,906,"1,085",897,770,969,"1,187","1,633","2,089","2,507","2,558","2,154","1,959","1,864","1,567",857,296,66,27,"12,876","12,876",329,349,394,490,622,502,360,482,700,951,"1,214","1,382","1,363","1,106",949,793,544,246,78,13,9,"12,633","12,633",307,367,372,416,463,395,410,487,487,682,875,"1,125","1,195","1,048","1,010","1,071","1,023",611,218,53,18
전라북도 무주군 (4573000000),"24,042","24,042",481,777,879,926,953,849,782,975,"1,255","1,654","1,978","2,247","2,313","1,950","1,658","1,745","1,486",789,267,60,18,"11,952","11,952",244,433,431,475,551,457,442,522,682,936,"1,117","1,218","1,210",952,751,668,550,241,55,13,4,"12,090","12,090",237,344,448,451,402,392,340,453,573,718,861,"1,029","1,103",998,907,"1,077",936,548,212,47,14
전라북도 장수군 (4574000000),"22,240","22,240",460,747,813,850,935,758,728,900,"1,156","1,482","1,727","1,991","2,227","1,939","1,558","1,577","1,351",736,232,51,22,"11,073","11,073",240,381,417,420,516,445,364,484,666,837,994,"1,099","1,135",966,765,588,449,242,50,11,4,"11,167","11,167",220,366,396,430,419,313,364,416,490,645,733,892,"1,092",973,793,989,902,494,182,40,18
전라북도 임실군 (4575000000),"27,783","27,783",692,710,837,927,"1,128","1,067",986,"1,078","1,279","1,693","2,234","2,555","2,686","2,206","2,168","2,145","1,933","1,012",370,55,22,"14,175","14,175",372,357,434,513,675,608,538,593,795,"1,016","1,254","1,450","1,452","1,136","1,040",855,670,314,88,8,7,"13,608","13,608",320,353,403,414,453,459,448,485,484,677,980,"1,105","1,234","1,070","1,128","1,290","1,263",698,282,47,15
전라북도 순창군 (4577000000),"28,018","28,018",808,771,"1,068","1,187","1,196",929,931,"1,161","1,430","1,967","2,160","2,401","2,608","2,085","2,076","2,127","1,833",890,290,70,30,"13,605","13,605",409,410,552,597,678,491,437,586,785,"1,142","1,198","1,281","1,361","1,001",937,760,626,259,81,13,1,"14,413","14,413",399,361,516,590,518,438,494,575,645,825,962,"1,120","1,247","1,084","1,139","1,367","1,207",631,209,57,29
전라북도 고창군 (4579000000),"54,858","54,858","1,098","1,672","1,851","2,398","2,423","1,925","1,753","2,260","2,636","3,734","4,352","4,871","5,286","4,194","4,181","4,200","3,416","1,793",638,142,35,"27,076","27,076",582,887,966,"1,319","1,383","1,075",923,"1,224","1,473","2,161","2,445","2,583","2,645","2,040","1,943","1,629","1,144",515,121,17,1,"27,782","27,782",516,785,885,"1,079","1,040",850,830,"1,036","1,163","1,573","1,907","2,288","2,641","2,154","2,238","2,571","2,272","1,278",517,125,34
전라북도 부안군 (4580000000),"52,585","52,585","1,073","1,577","1,669","2,168","2,427","1,926","1,734","2,284","2,700","3,572","4,202","4,819","5,230","4,265","3,960","3,691","3,021","1,629",500,98,40,"26,110","26,110",562,823,837,"1,198","1,312","1,106",965,"1,216","1,504","2,008","2,400","2,503","2,675","2,077","1,833","1,474","1,036",448,104,24,5,"26,475","26,475",511,754,832,970,"1,115",820,769,"1,068","1,196","1,564","1,802","2,316","2,555","2,188","2,127","2,217","1,985","1,181",396,74,35
전라남도  (4600000000),"1,854,618","1,854,618","58,281","77,395","79,040","90,932","107,932","92,775","81,382","108,677","118,613","143,852","156,104","158,910","150,603","114,080","99,633","92,079","71,799","36,158","12,577","2,961",835,"931,898","931,898","29,871","39,303","40,765","47,608","60,033","51,797","42,737","57,324","62,900","77,751","84,726","83,761","76,887","56,088","46,557","36,773","24,135","9,658","2,637",470,117,"922,720","922,720","28,410","38,092","38,275","43,324","47,899","40,978","38,645","51,353","55,713","66,101","71,378","75,149","73,716","57,992","53,076","55,306","47,664","26,500","9,940","2,491",718
전라남도 목포시 (4611000000),"228,231","228,231","7,535","12,044","12,064","13,180","15,369","12,168","10,912","16,495","17,908","20,234","18,919","17,819","16,503","11,791","9,748","7,655","4,728","2,149",751,182,77,"113,829","113,829","3,928","6,145","6,175","6,777","8,406","6,446","5,550","8,566","9,238","10,417","9,789","8,652","7,926","5,580","4,442","3,272","1,688",622,166,28,16,"114,402","114,402","3,607","5,899","5,889","6,403","6,963","5,722","5,362","7,929","8,670","9,817","9,130","9,167","8,577","6,211","5,306","4,383","3,040","1,527",585,154,61
전라남도 여수시 (4613000000),"281,121","281,121","9,278","12,320","12,261","14,697","17,873","15,917","13,695","18,018","19,280","23,169","24,138","24,484","22,548","17,234","13,607","10,466","6,931","3,541","1,258",302,104,"143,298","143,298","4,732","6,238","6,303","7,769","9,930","9,149","7,474","9,583","10,129","12,271","12,711","12,604","11,219","8,545","6,465","4,406","2,494",980,235,46,15,"137,823","137,823","4,546","6,082","5,958","6,928","7,943","6,768","6,221","8,435","9,151","10,898","11,427","11,880","11,329","8,689","7,142","6,060","4,437","2,561","1,023",256,89
전라남도 순천시 (4615000000),"281,054","281,054","10,118","13,712","14,365","16,407","19,925","17,276","14,488","18,732","19,802","23,969","25,330","23,780","19,672","13,149","10,245","8,508","6,487","3,477","1,262",288,62,"140,303","140,303","5,268","6,989","7,404","8,695","10,750","9,432","7,493","9,479","9,705","11,902","12,659","12,161","9,915","6,563","4,865","3,496","2,242",968,270,39,8,"140,751","140,751","4,850","6,723","6,961","7,712","9,175","7,844","6,995","9,253","10,097","12,067","12,671","11,619","9,757","6,586","5,380","5,012","4,245","2,509",992,249,54
전라남도 나주시 (4617000000),"114,448","114,448","4,729","5,397","4,709","4,652","5,675","6,490","6,486","8,117","8,052","8,201","8,340","8,916","8,983","6,680","5,822","5,670","4,284","2,210",801,176,58,"57,642","57,642","2,427","2,755","2,436","2,377","3,025","3,418","3,322","4,268","4,449","4,702","4,610","4,807","4,647","3,309","2,720","2,246","1,335",571,166,42,10,"56,806","56,806","2,302","2,642","2,273","2,275","2,650","3,072","3,164","3,849","3,603","3,499","3,730","4,109","4,336","3,371","3,102","3,424","2,949","1,639",635,134,48
전라남도 광양시 (4623000000),"152,016","152,016","6,018","7,835","7,641","8,554","10,760","9,584","8,336","10,711","11,061","13,135","15,943","12,893","9,875","6,308","4,459","3,544","3,047","1,558",580,152,22,"79,189","79,189","3,083","3,942","3,958","4,442","6,163","5,667","4,447","5,724","5,711","6,591","8,762","7,061","5,238","3,296","2,153","1,367","1,054",392,117,16,5,"72,827","72,827","2,935","3,893","3,683","4,112","4,597","3,917","3,889","4,987","5,350","6,544","7,181","5,832","4,637","3,012","2,306","2,177","1,993","1,166",463,136,17
전라남도 담양군 (4671000000),"46,045","46,045","1,103","1,232","1,317","1,729","2,673","2,173","1,708","1,981","2,139","3,148","3,734","4,394","4,512","3,493","3,212","3,105","2,515","1,257",478,111,31,"23,431","23,431",520,646,675,917,"1,655","1,246",872,"1,081","1,196","1,875","2,097","2,392","2,399","1,737","1,553","1,232",845,363,102,25,3,"22,614","22,614",583,586,642,812,"1,018",927,836,900,943,"1,273","1,637","2,002","2,113","1,756","1,659","1,873","1,670",894,376,86,28
전라남도 곡성군 (4672000000),"28,340","28,340",456,677,850,"1,200","1,364","1,038",756,"1,006","1,247","1,906","2,298","2,657","2,753","2,136","2,133","2,178","2,072","1,099",405,98,11,"13,836","13,836",225,348,473,600,725,576,407,544,699,"1,069","1,305","1,430","1,475","1,063",990,814,679,311,87,14,2,"14,504","14,504",231,329,377,600,639,462,349,462,548,837,993,"1,227","1,278","1,073","1,143","1,364","1,393",788,318,84,9
전라남도 구례군 (4673000000),"25,826","25,826",478,713,874,"1,054","1,112",895,716,"1,008","1,232","1,788","2,206","2,473","2,484","2,055","1,876","2,029","1,651",811,296,54,21,"12,523","12,523",242,347,459,567,603,458,347,568,637,"1,016","1,240","1,336","1,236",981,860,745,574,227,68,9,3,"13,303","13,303",236,366,415,487,509,437,369,440,595,772,966,"1,137","1,248","1,074","1,016","1,284","1,077",584,228,45,18
전라남도 고흥군 (4677000000),"64,336","64,336","1,193","1,460","1,750","2,227","2,491","1,798","1,657","2,180","2,723","3,713","4,644","5,850","6,502","6,003","5,711","5,720","4,819","2,640",964,243,48,"31,214","31,214",578,750,910,"1,194","1,465","1,029",905,"1,183","1,548","2,209","2,669","3,113","3,288","2,893","2,611","2,290","1,609",706,225,32,7,"33,122","33,122",615,710,840,"1,033","1,026",769,752,997,"1,175","1,504","1,975","2,737","3,214","3,110","3,100","3,430","3,210","1,934",739,211,41
전라남도 보성군 (4678000000),"40,939","40,939",803,"1,034","1,190","1,475","1,796","1,265","1,185","1,465","1,838","2,449","3,123","3,686","4,041","3,480","3,278","3,396","3,060","1,646",571,118,40,"19,855","19,855",413,544,581,775,"1,004",717,643,776,"1,007","1,423","1,814","1,978","2,084","1,672","1,522","1,287","1,036",430,120,23,6,"21,084","21,084",390,490,609,700,792,548,542,689,831,"1,026","1,309","1,708","1,957","1,808","1,756","2,109","2,024","1,216",451,95,34
전라남도 화순군 (4679000000),"62,654","62,654","1,450","2,129","2,553","3,301","3,823","2,949","2,139","2,728","3,535","4,976","5,592","5,698","5,176","3,916","3,599","3,873","3,055","1,493",519,115,35,"30,997","30,997",729,"1,088","1,346","1,703","2,085","1,587","1,104","1,378","1,794","2,655","3,070","3,105","2,760","1,972","1,625","1,450",999,400,120,25,2,"31,657","31,657",721,"1,041","1,207","1,598","1,738","1,362","1,035","1,350","1,741","2,321","2,522","2,593","2,416","1,944","1,974","2,423","2,056","1,093",399,90,33
전라남도 장흥군 (4680000000),"38,071","38,071",886,"1,179","1,243","1,651","1,744","1,373","1,259","1,646","1,762","2,500","2,978","3,425","3,596","2,854","2,741","2,754","2,504","1,349",484,120,23,"18,482","18,482",469,597,656,863,979,765,633,897,986,"1,376","1,670","1,793","1,800","1,411","1,198","1,095",826,347,95,22,4,"19,589","19,589",417,582,587,788,765,608,626,749,776,"1,124","1,308","1,632","1,796","1,443","1,543","1,659","1,678","1,002",389,98,19
전라남도 강진군 (4681000000),"34,913","34,913",800,"1,063","1,175","1,401","1,578","1,290","1,149","1,430","1,619","2,228","2,635","3,139","3,404","2,676","2,674","2,597","2,348","1,193",409,75,30,"16,851","16,851",385,551,595,729,888,713,576,737,888,"1,262","1,475","1,621","1,724","1,299","1,198","1,042",777,295,73,19,4,"18,062","18,062",415,512,580,672,690,577,573,693,731,966,"1,160","1,518","1,680","1,377","1,476","1,555","1,571",898,336,56,26
전라남도 해남군 (4682000000),"69,465","69,465","2,066","2,157","2,440","2,942","3,199","2,400","2,318","2,992","3,612","4,607","5,484","6,312","6,778","5,326","5,076","4,983","4,003","1,935",639,151,45,"34,269","34,269","1,092","1,039","1,274","1,524","1,797","1,340","1,205","1,553","1,992","2,669","3,066","3,400","3,457","2,530","2,405","1,954","1,346",474,129,22,1,"35,196","35,196",974,"1,118","1,166","1,418","1,402","1,060","1,113","1,439","1,620","1,938","2,418","2,912","3,321","2,796","2,671","3,029","2,657","1,461",510,129,44
전라남도 영암군 (4683000000),"54,266","54,266","1,735","2,093","2,063","2,535","2,809","2,199","2,032","3,058","3,388","4,249","4,615","4,773","4,442","3,414","3,133","3,215","2,588","1,383",400,110,32,"27,892","27,892",869,"1,050","1,087","1,377","1,602","1,246","1,066","1,743","2,008","2,525","2,695","2,669","2,331","1,640","1,401","1,240",845,386,85,20,7,"26,374","26,374",866,"1,043",976,"1,158","1,207",953,966,"1,315","1,380","1,724","1,920","2,104","2,111","1,774","1,732","1,975","1,743",997,315,90,25
전라남도 무안군 (4684000000),"81,620","81,620","2,686","4,394","4,463","4,333","4,504","3,795","3,633","5,678","6,138","6,557","6,333","6,092","5,815","4,663","4,056","3,735","2,793","1,345",484,87,36,"40,940","40,940","1,389","2,221","2,294","2,220","2,463","2,004","1,882","2,907","3,153","3,587","3,470","3,351","2,944","2,276","1,948","1,492",888,356,86,5,4,"40,680","40,680","1,297","2,173","2,169","2,113","2,041","1,791","1,751","2,771","2,985","2,970","2,863","2,741","2,871","2,387","2,108","2,243","1,905",989,398,82,32
전라남도 함평군 (4686000000),"32,360","32,360",592,855,905,"1,188","1,425","1,142",967,"1,216","1,487","2,102","2,611","2,985","3,203","2,607","2,529","2,671","2,296","1,073",383,97,26,"16,181","16,181",314,441,468,643,815,680,532,643,866,"1,264","1,589","1,656","1,730","1,259","1,153","1,009",729,272,102,13,3,"16,179","16,179",278,414,437,545,610,462,435,573,621,838,"1,022","1,329","1,473","1,348","1,376","1,662","1,567",801,281,84,23
전라남도 영광군 (4687000000),"53,475","53,475","2,010","1,795","1,968","2,308","2,674","2,400","2,300","2,634","2,950","3,737","4,174","4,545","4,609","3,758","3,580","3,540","2,704","1,220",406,128,35,"26,665","26,665","1,021",919,"1,009","1,218","1,539","1,303","1,176","1,373","1,668","2,151","2,363","2,394","2,386","1,796","1,640","1,392",892,325,84,12,4,"26,810","26,810",989,876,959,"1,090","1,135","1,097","1,124","1,261","1,282","1,586","1,811","2,151","2,223","1,962","1,940","2,148","1,812",895,322,116,31
전라남도 장성군 (4688000000),"45,203","45,203","1,368","1,576","1,558","1,766","2,133","2,451","1,694","2,147","2,539","3,175","3,601","3,956","3,959","3,131","2,990","2,973","2,426","1,235",393,90,42,"23,250","23,250",705,777,819,940,"1,209","1,575",889,"1,148","1,428","1,868","2,101","2,194","2,123","1,562","1,413","1,198",820,360,96,20,5,"21,953","21,953",663,799,739,826,924,876,805,999,"1,111","1,307","1,500","1,762","1,836","1,569","1,577","1,775","1,606",875,297,70,37
전라남도 완도군 (4689000000),"50,192","50,192","1,481","1,793","1,722","1,953","2,107","1,688","1,697","2,514","2,869","3,422","3,822","4,404","4,650","3,759","3,688","3,734","2,948","1,375",435,108,23,"25,246","25,246",755,930,879,"1,010","1,247",986,916,"1,401","1,680","2,010","2,215","2,297","2,341","1,836","1,731","1,529","1,007",376,87,10,3,"24,946","24,946",726,863,843,943,860,702,781,"1,113","1,189","1,412","1,607","2,107","2,309","1,923","1,957","2,205","1,941",999,348,98,20
전라남도 진도군 (4690000000),"30,461","30,461",754,"1,003","1,038","1,219","1,345","1,075",993,"1,293","1,533","2,036","2,368","2,675","2,918","2,248","2,300","2,476","1,899",917,293,60,18,"14,972","14,972",342,504,529,640,780,608,521,731,843,"1,217","1,354","1,405","1,525","1,082","1,090",924,610,201,56,10,0,"15,489","15,489",412,499,509,579,565,467,472,562,690,819,"1,014","1,270","1,393","1,166","1,210","1,552","1,289",716,237,50,18
전라남도 신안군 (4691000000),"39,582","39,582",742,934,891,"1,160","1,553","1,409","1,262","1,628","1,899","2,551","3,216","3,954","4,180","3,399","3,176","3,257","2,641","1,252",366,96,16,"21,033","21,033",385,482,435,628,903,852,777,"1,041","1,275","1,692","2,002","2,342","2,339","1,786","1,574","1,293",840,296,68,18,5,"18,549","18,549",357,452,456,532,650,557,485,587,624,859,"1,214","1,612","1,841","1,613","1,602","1,964","1,801",956,298,78,11
